0.0000000E+00 -9.5380686E-06 -1.1363313E-03  5.3472801E-06  2.9963690E-03  1.5334478E-01  3.8359806E-03  5.0000000E+03  5.0000000E+03  5.0000000E+03 -1.4200352E+02  1.8729226E+01 -4.5320758E+01
1.1842105E+01  6.4252996E-05 -1.1390229E-03  2.8510151E-05  3.2283340E-03  1.5333725E-01  3.8697078E-03  3.3805168E+03  5.2104089E+03  4.4712568E+03 -1.3150924E+02  1.6806614E+01 -4.3978072E+01
2.3684211E+01  1.3245446E-04 -1.1414133E-03  5.1330790E-05  3.9024531E-03  1.5331577E-01  3.9689691E-03  1.8837622E+03  5.3983075E+03  3.9586457E+03 -1.2127597E+02  1.4927348E+01 -4.2596241E+01
3.5526316E+01  1.9517398E-04 -1.1435104E-03  7.3742347E-05  4.9864602E-03  1.5328198E-01  4.1308389E-03  5.0663682E+02  5.5641957E+03  3.4626208E+03 -1.1130520E+02  1.3089320E+01 -4.1176841E+01
4.7368421E+01  2.5252274E-04 -1.1453198E-03  9.5680637E-05  6.4486415E-03  1.5323742E-01  4.3523363E-03 -7.5397575E+02  5.7085525E+03  2.9836168E+03 -1.0159825E+02  1.1290937E+01 -3.9721613E+01
5.9210526E+01  3.0461523E-04 -1.1468455E-03  1.1708418E-04  8.2578610E-03  1.5318358E-01  4.6304319E-03 -1.9012063E+03  5.8318398E+03  2.5220465E+03 -9.2156232E+01  9.5309075E+00 -3.8232469E+01
7.1052632E+01  3.5156906E-04 -1.1480905E-03  1.3789421E-04  1.0383586E-02  1.5312189E-01  4.9620541E-03 -2.9381974E+03  5.9345057E+03  2.0782994E+03 -8.2980045E+01  7.8082042E+00 -3.6711477E+01
8.2894737E+01  3.9350474E-04 -1.1490567E-03  1.5805472E-04  1.2795909E-02  1.5305371E-01  5.3440961E-03 -3.8681012E+03  6.0169874E+03  1.6527396E+03 -7.4070368E+01  6.1220340E+00 -3.5160840E+01
9.4736842E+01  4.3054468E-04 -1.1497460E-03  1.7751230E-04  1.5465569E-02  1.5298033E-01  5.7734221E-03 -4.6940569E+03  6.0797117E+03  1.2457028E+03 -6.5417791E+01  4.4705368E+00 -3.3583715E+01
1.1052632E+02  4.7253639E-04 -1.1502372E-03  2.0227601E-04  1.9376093E-02  1.5287657E-01  6.4139484E-03 -5.6391771E+03  6.1333508E+03  7.3233743E+02 -5.4302406E+01  2.3244226E+00 -3.1442037E+01
1.2631579E+02  5.0635330E-04 -1.1502441E-03  2.2558873E-04  2.3627456E-02  1.5276859E-01  7.1253897E-03 -6.4126392E+03  6.1536114E+03  2.5310031E+02 -4.3669451E+01  2.4189793E-01 -2.9261323E+01
1.4210526E+02  5.3230706E-04 -1.1497735E-03  2.4734744E-04  2.8155973E-02  1.5265902E-01  7.9001895E-03 -7.0219561E+03  6.1414817E+03 -1.9145156E+02 -3.3510697E+01 -1.7783371E+00 -2.7048573E+01
1.5789474E+02  5.5071430E-04 -1.1488346E-03  2.6745779E-04  3.2900210E-02  1.5255033E-01  8.7307867E-03 -7.4746035E+03  6.0979452E+03 -6.0086280E+02 -2.3824641E+01 -3.7363016E+00 -2.4810179E+01
1.7368421E+02  5.6189655E-04 -1.1474397E-03  2.8583431E-04  3.7801016E-02  1.5244485E-01  9.6096369E-03 -7.7780275E+03  6.0239861E+03 -9.7477992E+02 -1.4609065E+01 -5.6318660E+00 -2.2552652E+01
1.8947368E+02  5.6617997E-04 -1.1456046E-03  3.0240051E-04  4.2801546E-02  1.5234481E-01  1.0529232E-02 -7.9396445E+03  5.9205928E+03 -1.3129533E+03 -5.8651964E+00 -7.4642387E+00 -2.0282770E+01
1.9144737E+02  5.6624613E-04 -1.1453451E-03  3.0434040E-04  4.3430883E-02  1.5233279E-01  1.0646674E-02 -7.9502294E+03  5.9056465E+03 -1.3527035E+03 -4.8382584E+00 -7.6843873E+00 -1.9997842E+01
1.9342105E+02  5.6621073E-04 -1.1450791E-03  3.0625092E-04  4.4060820E-02  1.5232089E-01  1.0764622E-02 -7.9587388E+03  5.8902591E+03 -1.3918923E+03 -3.7846581E+00 -7.9081141E+00 -1.9713516E+01
1.9539474E+02  5.6607316E-04 -1.1448065E-03  3.0813161E-04  4.4691252E-02  1.5230912E-01  1.0883061E-02 -7.9651573E+03  5.8744174E+03 -1.4305165E+03 -2.6814619E+00 -8.1727011E+00 -1.9418784E+01
1.9736842E+02  5.6585598E-04 -1.1445313E-03  3.0998849E-04  4.5322083E-02  1.5229748E-01  1.1001978E-02 -7.9700074E+03  5.8584977E+03 -1.4686685E+03 -2.2787892E+00 -7.9258624E+00 -1.9250158E+01
1.9934211E+02  5.6559859E-04 -1.1442607E-03  3.1183243E-04  4.5953256E-02  1.5228596E-01  1.1121362E-02 -7.9742011E+03  5.8431610E+03 -1.5065147E+03 -1.9713622E+00 -7.6149402E+00 -1.9100863E+01
2.0131579E+02  5.6530331E-04 -1.1439950E-03  3.1366402E-04  4.6584732E-02  1.5227455E-01  1.1241207E-02 -7.9777913E+03  5.8284391E+03 -1.5440673E+03 -1.6632345E+00 -7.2963973E+00 -1.8948667E+01
2.1315789E+02  5.6276664E-04 -1.1425022E-03  3.2440054E-04  5.0377914E-02  1.5220819E-01  1.1969577E-02 -7.9872571E+03  5.7526943E+03 -1.7635850E+03  4.9980366E-02 -5.4874591E+00 -1.8129255E+01
2.2500000E+02  5.5898552E-04 -1.1411773E-03  3.3471482E-04  5.4173003E-02  1.5214426E-01  1.2712862E-02 -7.9773171E+03  5.6978890E+03 -1.9739484E+03  1.6182980E+00 -3.7611243E+00 -1.7401782E+01
2.3684211E+02  5.5403933E-04 -1.1400125E-03  3.4461953E-04  5.7962771E-02  1.5208129E-01  1.3469730E-02 -7.9494631E+03  5.6630779E+03 -2.1761400E+03  3.0841880E+00 -2.1020140E+00 -1.6742902E+01
2.6052632E+02  5.4090161E-04 -1.1381291E-03  3.6323374E-04  6.5499362E-02  1.5195264E-01  1.5019294E-02 -7.8444720E+03  5.6492443E+03 -2.5593550E+03  5.7646451E+00  9.3193694E-01 -1.5627529E+01
2.7236842E+02  5.3279768E-04 -1.1373965E-03  3.7194741E-04  6.9233407E-02  1.5188433E-01  1.5809693E-02 -7.7687654E+03  5.6683452E+03 -2.7415592E+03  7.0222098E+00  2.3078790E+00 -1.5142963E+01
2.8421053E+02  5.2371646E-04 -1.1367928E-03  3.8026459E-04  7.2936431E-02  1.5181170E-01  1.6609049E-02 -7.6782696E+03  5.7033944E+03 -2.9181276E+03  8.2583076E+00  3.6147629E+00 -1.4680337E+01
2.9605263E+02  5.1368068E-04 -1.1363115E-03  3.8817996E-04  7.6602462E-02  1.5173358E-01  1.7416310E-02 -7.5732514E+03  5.7534256E+03 -3.0893297E+03  9.4761121E+00  4.8375703E+00 -1.4236394E+01
